万佳欣_1.jpg	329	385	1040	412	606	540	595	595	
万佳欣_2.jpg	999	393	322	436	762	554	775	614	
习珊珊_1.jpg	428	583	832	574	580	622	580	658	
何佳_1.jpg	286	458	896	554	512	614	496	670	
何佳_2.jpg	263	545	1122	364	661	638	664	710	
何佳_3.jpg	310	572	1150	352	713	640	722	721	
何艺_1.jpg	980	432	286.418	518.542	687	572	691	624	
何艺_2.jpg	988	388	318	516	719	545	732	601	
余慧敏_1.jpg	418	368	786.345	483.007	559.42	471.872	546.308	510.108	
余晓云_1.jpg	1180.28	370.078	282	500	821.896	549.301	823.762	627.565	
余晓云_2.jpg	232	416	1106	424	590.208	551.1	589.383	615.461	
侯琴_1.jpg	1070.12	300	306.117	472	812	509	831.989	571.46	
侯琴_2.jpg	1099.51	385.756	257	503	793.03	554.578	807.315	623.405	
倪敏_1.jpg	308	318	930	622	521.104	581.517	491.306	641.35	
倪敏_2.jpg	282	370	962	574	532	582	506.479	638.316	
倪敏_3.jpg	218	366	1122	544	565.104	578	547.446	659.558	
倪锦燕_1.jpg	262	530	1020	376	604.69	582	609.654	639.833	
冼连娣_1.jpg	142	416	1122	574	538	586	532.273	659.558	
凌玥_1.jpg	202	398	1067.87	665.627	562.207	586.552	553.515	653.489	
刘家宝_1.jpg	232.013	388.99	918	602	485.586	556.552	472.378	609.487	
刘恩惠_1.jpg	308	396	1138	606	597.278	547.145	586.598	617.636	
刘惠红_1.jpg	168	400	1168	482	519.476	618.26	498.77	691.282	
刘毅_1.jpg	182	506	968	606	501.602	638.718	494.645	702.686	
刘毅_2.jpg	908	432	80	560	597.476	605.096	604.45	668.75	
刘毅_3.jpg	945.898	447.346	118.738	621.557	635.885	643.505	642.743	701.118	
刘蕾英_1.jpg	250.581	411.866	1133.52	508.257	630.197	604.541	622.586	668.636	
卓志芬_1.jpg	901.677	426.31	302	492	690.453	595.262	714.789	642.154	
叶晶晶_1.jpg	296.941	477.386	956.568	498.578	585.781	635.968	582.58	696.538	
叶送花_1.jpg	335.815	457.548	1096.41	618.128	634.212	631.397	619.954	682.949	
叶送花_2.jpg	251.29	398.047	1109.78	492.087	611.819	585.584	610.765	655.898	
向凤连_1.jpg	188.713	346.99	1233.6	644.727	581.49	619.873	559.48	702.776	
吴丽纯_1.jpg	1093.83	361.053	258.664	479.948	747.944	567.679	754.614	634.109	
吴彩燕_1.jpg	1107.23	439.536	269.165	539.333	774.026	608.919	784.021	677.562	
周新_1.jpg	1089.39	500.795	258.886	543.003	758.966	608.759	761.658	672.11	
周海妹_1.jpg	1009.94	392.792	318	332	716.968	494.588	714.485	550.451	
周海妹_2.jpg	216	446	1112.98	564.107	584.578	639.546	578.548	719.798	
唐娜_1.jpg	306.06	508.243	1024.84	358.032	598.966	502	615.676	559.441	
唐娜_2.jpg	225.368	492.105	1059.6	547.969	615.856	641.805	617.097	713.165	
唐静_1.jpg	1085.67	443.69	106.192	555.417	700.829	632.385	704.352	712.159	
唐静_2.jpg	970.216	469.76	269.624	523.102	678.403	586.677	681.523	648.357	
孙瑶峣_1.jpg	241.79	382.257	1027.66	465.327	554.293	536.53	551.328	593.496	
张文文_1.jpg	834.261	452.04	203.765	438.408	596.345	550.262	595.359	603.747	
张瑞_1.jpg	284	380	1170.72	398.348	678.814	537.12	674.399	600.381	
张瑞_2.jpg	238	442	1132	474	608.712	586	610.625	658.816	
张绿叶_1.jpg	398	420	990	442	654.057	574.88	642.34	618.654	
彭丽桔_1.jpg	136	352	1034	462	504.79	579.256	493.081	643.671	
彭丽桔_2.jpg	1167.41	359.139	166	416	790.517	569.863	799.168	646.516	
彭玉丽_1.jpg	338	384	1016	362	618.28	497.633	614.553	558.091	
彭玉丽_2.jpg	280	364	968.611	380.429	551.81	502.868	541.715	559.086	
文洺_1.jpg	276	432	1048	514	591.069	598	587.066	660.118	
文雪仪_1.jpg	360	452	1041.82	349.596	686.555	541.416	693.203	597.407	
文雪仪_2.jpg	230	424	1050.22	339.796	594.372	563.2	596.076	626.276	
方赛_1.jpg	1024	622	166	448	643.38	648.31	632.301	707.272	
方赛_2.jpg	998.417	600.208	132	480	638.931	658	626.237	727.046	
方赛_3.jpg	1127.22	454.601	105.175	402.798	671.608	584.77	668.864	666.466	
易丁_1.jpg	866	522	482	548	711.737	597.771	717.264	628.21	
易胜伟_1.jpg	338.827	448.763	1118.48	491.672	629.373	620.686	614.864	683.908	
易胜伟_2.jpg	191.17	455.279	1033.4	490.428	512.583	626	504.913	693.264	
易胜伟_3.jpg	945.529	491.78	350.694	452.575	698.132	606.691	697.287	654.937	
易银姿_1.jpg	836.425	530.694	516	476	691.327	571.584	692.044	597.848	
