丁亚平_1.jpg	960	378	208	530	686	556	704.912	614
丁亚平_2.jpg	968	414	272	478	708	562	728	615
严小勤_1.jpg	442	485	849	570	592	610	572	639
严小勤_2.jpg	356	370	1026	650	631	528	620	577
严小勤_3.jpg	224	268	1002	622	514	514	480	567
云霞_1.jpg	1122	458	239	521	770	588	775	651
付娜_1.jpg	920	452	332	616	706	602	726	654
付娜_2.jpg	1048	368	290	454	758	542	777.763	615.177
何晶_1.jpg	316	420	938	400	581	535	580	584
何晶_2.jpg	384	464	948	464	606	560	605	601
佘佳烁_1.jpg	882	350	278	646	684	553	709	601
佘佳烁_2.jpg	1150	374	26	530	734	616	740.137	698.375
侯丹丹_1.jpg	322	404	1178	414	688.597	554.493	686.751	634.989
侯丹丹_2.jpg	340	458	1210	460	688	580	684.153	662.26
全琼_1.jpg	310	420	982	454	569	564	559.17	628.66
关丽玲_1.jpg	880	474	334	512	676	602	679.449	647.42
冯雪琦_1.jpg	114	388	1231.27	509.129	571.311	580.552	568.688	651.971
凌丹_1.jpg	988	490	374	466	729.931	585.517	731.037	630.729
凌丹_2.jpg	966	490	369.96	451.473	723.931	600	729.52	651.971
凌丹_3.jpg	1048	504	327.6	469.123	758.344	623.035	761.383	677.765
刘书雨_1.jpg	347.164	550.313	954	468	605.482	600	610.459	648.441
刘书雨_2.jpg	258	450	966	394	551.104	559.517	547.446	623.143
刘倩_1.jpg	1007.7	417.35	190	574	673.682	590.212	676.292	651.631
刘小凤_1.jpg	318	374	1026.55	589.41	578.138	583.035	558.1	641.576
刘小凤_2.jpg	428	380	1083.93	523.682	645.654	572.957	624.162	620.487
刘小凤_3.jpg	412	382	1095.41	403.701	677.39	538.346	658.019	595.453
刘小凤_4.jpg	298.611	357.619	1050	420	589.586	538	576.048	608.822
刘思静_1.jpg	1144	330	104	538	762	562	773.506	647.541
刘思静_2.jpg	1162	370	100	530	754	578	767.097	661.426
刘思静_3.jpg	1042	456	197.114	587.324	709.332	599.068	712.775	665.698
刘晓姣_1.jpg	958	448	320	388	688.383	546	688.949	598.698
刘晓姣_3.jpg	1011	289	224	648	774	567	808.508	625.251
刘晓婷_1_2_1.jpg	1108	477	271	541	782	631	789.637	702.634
刘玲_3.jpg	1114.85	425.283	203	460	753.539	537	750.822	609.408
刘瑞霞_1.jpg	465.789	367.785	1016	626	682.461	525.487	661.948	565.315
刘瑞霞_2.jpg	398.573	418.539	960.988	462.435	629.794	555.5	610.321	603.611
刘芳_1.jpg	358.539	470.986	1064.12	400.299	667.836	537.223	668.834	595.8
刘芳_2.jpg	274	428	1071.83	381.021	621.611	571.808	619.809	627.971
刘芳_3.jpg	366	446	1137.38	424.718	713.591	607.41	711.03	664.869
刘芳_4.jpg	280	394	1137.38	363.028	648.589	561.966	642.884	632.905
刘芳_5.jpg	440	458	1157.94	399.014	771.75	593.76	775.165	648.681
刘苹_1.jpg	1040.7	451.852	299.131	456.993	704.61	610.337	719.513	685.469
刘苹_2.jpg	970.01	436.43	268.286	530.25	676.65	644.41	691.14	703.354
刘霞_1.jpg	1068	426	243	539	739.334	576.091	743.501	647.368
刘霞_2.jpg	1035.99	483.051	357.159	561.885	750.94	604	750.47	653.639
卜超丽_1.jpg	276	512	996	520	587.379	608.428	586.262	663.795
卜超丽_2.jpg	323.284	517.076	1007.89	545.078	602.828	642	604.78	692.445
卜超丽_3.jpg	281.763	415.688	1136.32	580.805	632.94	592.956	631.858	657.281
卜超丽_4.jpg	252.795	416.654	954	570	520	536	516.239	588.887
卞雪芬_1.jpg	1117.03	410.656	193.241	406.457	722.246	605.7	727.121	671.937
卞雪芬_2.jpg	1118	410	151.048	411.421	700.264	606.797	703.768	679.392
卞雪芬_3.jpg	1154	408	216	434	750.807	603.325	752.587	677.393
卢珊玲_1.jpg	312.783	314.492	1063	663	564.477	566.878	537.957	616.49
叶翠媚_1.jpg	135.235	488.517	989.078	477.571	498.129	613.448	496.98	677.065
司徒晓琳_1.jpg	263.84	353.094	1014	584	520	544	498.302	605.457
向婷_1.jpg	1114	466	233	537	781.805	631.874	789.164	702.193
吕宏玲_1.jpg	434	398	986	492	642.512	515.488	635.349	562.898
吕芷琦_1.jpg	1028	584	336	378	715.048	585.096	711.877	641.117
吴宇默_1.jpg	1017.69	370.853	299.962	570.945	733.307	569.8	746.32	621.651
吴惠珍_2.jpg	1039.19	461.083	372.52	451.211	765.88	634.593	778.193	682.433
吴敏仪_1.jpg	336	342	844.129	651.604	514.268	530.268	488.037	565.416
吴敏仪_2.jpg	282.774	365.823	934.854	597.169	520.634	561.63	495.975	619.85
吴淑婷_1.jpg	350.906	311.617	1123.11	624.387	616.684	578.663	587.834	635.727
吴秋芳_1.jpg	1048	434	211.662	591.497	732.925	581.578	746.706	666.441
吴素娟_1.jpg	231.575	549.21	978.906	395.275	585.931	622.483	586.86	688.138
吴素娟_2.jpg	310	494	1028.92	373.56	644.811	572.242	645.429	628.865
吴素娟_3.jpg	304	472	1000.01	358.032	635.072	551.705	635.053	608.873
吴芳_1.jpg	1103.05	397.758	159.573	521.899	721.933	571.555	741.796	647.282
吴芳_2.jpg	1155.19	475.967	179.436	452.38	751.517	579.517	750.023	677.058
吴雨情_1.jpg	193.091	438.724	1114.22	642.316	541.059	660.557	518.341	729.215
周欣慧_1.jpg	906	434	209.23	602.591	640	606.315	650.033	660.164
周欣慧_2.jpg	910.628	282.306	214	568	680.967	508.243	713.794	565.642
周玉玲_1.jpg	119.848	447.414	1156.43	379.136	598.498	659.241	591.312	748.283
唐自倩_1.jpg	255.162	356.791	1058.36	544.244	554.342	566.59	526.49	630.717
姚爱新_1.jpg	307.719	296.549	999.971	680.255	527.363	542.726	489.434	610.007
姚爱新_2.jpg	237.834	342.7	1105.46	605.096	561.73	576.864	542.978	642.089
娄艳娜_1.jpg	972.281	452.141	314.312	589.273	749.274	596.726	763.126	651.065
孔林燕_1.jpg	142.897	415.221	998.653	478.513	492.593	588.637	482.359	655.553
孔林燕_2.jpg	129.711	394.124	1014.48	485.106	492.507	580.901	488.615	643.748
孙洪斌_1.jpg	915.582	525.982	172.98	524.548	602.947	672.637	604.91	735.066
孙洪斌_2.jpg	910.308	556.309	133.667	527.3	582.947	697.319	586.736	762.47
孙洪斌_3.jpg	1022.39	440.274	174.224	444.95	684.832	638.061	690.066	707.731
孙淑君_1.jpg	208.826	420.496	1111.99	561.86	542.549	650.637	515.061	726.196
孙淑红_1.jpg	1059.31	487.743	287.94	544.442	752.859	647.956	757.906	710.078
孙淑红_2.jpg	903.715	487.743	196	588	637.016	618.221	644.909	675.052
宋卓君_1.jpg	316	368	856	660	503.593	541.175	480.425	574.072
宋璟璟_1.jpg	1077.98	455.06	358.977	520.536	800.014	607.014	821.789	670.496
